"PeopleInHousehold","Region","State","MetroAreaCode","Age","Married","Sex","Education","Race","Hispanic","CountryOfBirthCode","Citizenship","EmploymentStatus","Industry"
2,"South","Alabama",13820,76,"Married","Female","High school","Black",0,57,"Citizen, Native","Employed","Financial"
2,"South","Alabama",13820,29,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Financial"
2,"South","Alabama",13820,28,"Married","Female","Master's degree","Asian",0,57,"Citizen, Native","Employed","Educational and health services"
1,"South","Alabama",13820,33,"Divorced","Male","Some college, no degree","Black",0,57,"Citizen, Native","Employed","Manufacturing"
1,"South","Alabama",13820,62,"Divorced","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired","Educational and health services"
4,"South","Alabama",33860,49,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
4,"South","Alabama",33860,42,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"South","Alabama",33860,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"South","Alabama",33860,15,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"South","Alabama",13820,57,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"South","Alabama",13820,59,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"South","Alabama",13820,25,"Never Married","Female","Doctorate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"South","Alabama",13820,63,"Divorced","Male","No high school diploma","Multiracial",0,57,"Citizen, Native","Retired",NA
2,"South","Alabama",13820,49,"Divorced","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
4,"South","Alabama",13820,36,"Married","Male","Doctorate degree","Asian",0,210,"Non-Citizen","Employed","Educational and health services"
4,"South","Alabama",13820,33,"Married","Female","Master's degree","Asian",0,210,"Non-Citizen","Not in Labor Force",NA
4,"South","Alabama",13820,3,NA,"Male",NA,"Asian",0,57,"Citizen, Native",NA,NA
4,"South","Alabama",13820,6,NA,"Male",NA,"Asian",0,57,"Citizen, Native",NA,NA
3,"South","Alabama",13820,68,"Divorced","Female","Some college, no degree","Black",0,57,"Citizen, Native","Employed","Manufacturing"
3,"South","Alabama",13820,6,NA,"Male",NA,"Black",0,57,"Citizen, Native",NA,NA
3,"South","Alabama",13820,57,"Divorced","Male","No high school diploma","Black",0,57,"Citizen, Native","Unemployed","Transportation and utilities"
1,"South","Alabama",26620,38,"Divorced","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Public administration"
3,"South","Alabama",13820,42,"Widowed","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
3,"South","Alabama",13820,13,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
3,"South","Alabama",13820,17,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"South","Alabama",13820,29,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Public administration"
3,"South","Alabama",13820,2,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"South","Alabama",13820,7,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"South","Alabama",33660,38,"Never Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"South","Alabama",33660,48,"Never Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"South","Alabama",13820,57,"Married","Female","Doctorate degree","Black",0,57,"Citizen, Native","Employed","Educational and health services"
2,"South","Alabama",13820,59,"Married","Male","Doctorate degree","Black",0,57,"Citizen, Native","Employed","Transportation and utilities"
2,"South","Alabama",13820,64,"Widowed","Male","High school","Black",0,57,"Citizen, Native","Employed","Educational and health services"
2,"South","Alabama",13820,53,"Widowed","Female","No high school diploma","Black",0,57,"Citizen, Native","Not in Labor Force",NA
3,"South","Alabama",13820,48,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"South","Alabama",13820,45,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
3,"South","Alabama",13820,21,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"South","Alabama",33660,57,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"South","Alabama",33660,55,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
6,"South","Alabama",13820,27,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
6,"South","Alabama",13820,27,"Married","Male","Professional degree","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
6,"South","Alabama",13820,0,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"South","Alabama",13820,2,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
6,"South","Alabama",13820,5,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
6,"South","Alabama",13820,8,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
1,"South","Alabama",13820,43,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"South","Alabama",13820,49,"Never Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Construction"
2,"South","Alabama",13820,44,"Never Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
1,"South","Alabama",13820,77,"Widowed","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"South","Alabama",13820,35,"Divorced","Male","High school","White",0,57,"Citizen, Native","Employed","Information"
2,"South","Alabama",13820,36,"Divorced","Female","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
1,"South","Alabama",33860,63,"Widowed","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
4,"South","Alabama",13820,34,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"South","Alabama",13820,34,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"South","Alabama",13820,5,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"South","Alabama",13820,5,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"South","Alabama",26620,46,"Divorced","Male","High school","White",0,57,"Citizen, Native","Unemployed","Manufacturing"
3,"South","Alabama",26620,13,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"South","Alabama",26620,20,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
7,"South","Alabama",13820,39,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
7,"South","Alabama",13820,42,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
7,"South","Alabama",13820,18,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
7,"South","Alabama",13820,21,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
7,"South","Alabama",13820,1,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
7,"South","Alabama",13820,3,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
7,"South","Alabama",13820,24,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
1,"South","Alabama",13820,60,"Divorced","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Financial"
1,"South","Alabama",13820,62,"Widowed","Female","High school","Black",0,57,"Citizen, Native","Retired",NA
1,"South","Alabama",13820,46,"Divorced","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Financial"
2,"South","Alabama",13820,61,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Unemployed","Construction"
2,"South","Alabama",13820,61,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
2,"South","Alabama",26620,70,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"South","Alabama",26620,75,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
3,"South","Alabama",33860,30,"Divorced","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
3,"South","Alabama",33860,11,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
3,"South","Alabama",33860,36,"Divorced","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
1,"South","Alabama",26620,80,"Widowed","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
3,"South","Alabama",33660,40,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"South","Alabama",33660,41,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Other services"
3,"South","Alabama",33660,5,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"South","Alabama",13820,47,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Other services"
2,"South","Alabama",13820,53,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Other services"
2,"South","Alabama",33660,24,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"South","Alabama",33660,27,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Trade"
2,"South","Alabama",13820,61,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"South","Alabama",13820,61,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
2,"South","Alabama",13820,66,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"South","Alabama",13820,64,"Married","Female","Bachelor's degree","White",0,110,"Citizen, Naturalized","Employed","Trade"
1,"South","Alabama",13820,37,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"South","Alabama",26620,55,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Other services"
3,"South","Alabama",26620,48,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Public administration"
3,"South","Alabama",26620,19,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
3,"South","Alabama",33660,41,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"South","Alabama",33660,39,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"South","Alabama",33660,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
1,"South","Alabama",33660,64,"Married","Female","High school","Black",0,57,"Citizen, Native","Retired",NA
5,"South","Alabama",13820,44,"Married","Male","High school","White",1,303,"Citizen, Naturalized","Employed","Mining"
5,"South","Alabama",13820,39,"Married","Female","No high school diploma","White",1,303,"Citizen, Naturalized","Not in Labor Force",NA
5,"South","Alabama",13820,4,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
5,"South","Alabama",13820,15,"Never Married","Female","No high school diploma","White",1,57,"Citizen, Native","Not in Labor Force",NA
5,"South","Alabama",13820,19,"Never Married","Female","No high school diploma","White",1,57,"Citizen, Native","Not in Labor Force",NA
3,"South","Alabama",13820,60,"Married","Female","Some college, no degree","Black",0,57,"Citizen, Native","Retired",NA
3,"South","Alabama",13820,63,"Married","Male","Associate degree","Black",0,57,"Citizen, Native","Not in Labor Force",NA
3,"South","Alabama",13820,59,"Never Married","Male","High school","Black",0,57,"Citizen, Native","Disabled",NA
4,"South","Alabama",13820,50,"Married","Male","Professional degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"South","Alabama",13820,45,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"South","Alabama",13820,8,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"South","Alabama",13820,11,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
3,"South","Alabama",13820,26,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
3,"South","Alabama",13820,23,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
3,"South","Alabama",13820,2,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
3,"South","Alabama",13820,59,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Construction"
3,"South","Alabama",13820,57,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Other services"
3,"South","Alabama",13820,18,"Never Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"South","Alabama",13820,53,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Public administration"
2,"South","Alabama",13820,57,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Public administration"
3,"South","Alabama",13820,42,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
3,"South","Alabama",13820,37,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
